categoria,pergunta,intencao,status,motivo,resposta
sustentabilidade,a embalagem e sustentavel,sustentabilidade,OK,,A Fashion Flow leva sustentabilidade a sério. Sobre o que você quer saber? ⏎   1. Escolha uma opção: Aproveitamento de tecido ⏎   2. Materiais sustentáveis ⏎   3. Reciclagem de sobras ⏎   4. Tinturas e químicos ⏎   5. Práticas trabalhistas ⏎   6. Logística sustentável
sustentabilidade,embalagem reciclavel,sustent_logistica,OK,,Nossas embalagens são de papel kraft reciclável ou plástico reciclado (rPET). Estamos eliminando gradualmente plásticos virgens. As caixas de envio são feitas de papelão reciclado e podem ser reaproveitadas.
sustentabilidade,caixa reciclada,sustent_logistica,OK,,Nossas embalagens são de papel kraft reciclável ou plástico reciclado (rPET). Estamos eliminando gradualmente plásticos virgens. As caixas de envio são feitas de papelão reciclado e podem ser reaproveitadas.
manutencao,como cuido da peca,manutencao,OK,,"Sobre cuidados com a peça, qual sua dúvida? ⏎   1. Escolha uma opção: Como lavar ⏎   2. Ferro de passar ⏎   3. Secadora ⏎   4. Alvejante ⏎   5. Tirar mancha ⏎   6. Cuidados por tecido ⏎   7. Encolhimento ⏎   8. Desbotamento"
manutencao,cuidados com a roupa,manutencao,OK,,"Sobre cuidados com a peça, qual sua dúvida? ⏎   1. Escolha uma opção: Como lavar ⏎   2. Ferro de passar ⏎   3. Secadora ⏎   4. Alvejante ⏎   5. Tirar mancha ⏎   6. Cuidados por tecido ⏎   7. Encolhimento ⏎   8. Desbotamento"
manutencao,sobre manutencao,manutencao,OK,,"Sobre cuidados com a peça, qual sua dúvida? ⏎   1. Escolha uma opção: Como lavar ⏎   2. Ferro de passar ⏎   3. Secadora ⏎   4. Alvejante ⏎   5. Tirar mancha ⏎   6. Cuidados por tecido ⏎   7. Encolhimento ⏎   8. Desbotamento"
manutencao,como conservar a roupa,manutencao,OK,,"Sobre cuidados com a peça, qual sua dúvida? ⏎   1. Escolha uma opção: Como lavar ⏎   2. Ferro de passar ⏎   3. Secadora ⏎   4. Alvejante ⏎   5. Tirar mancha ⏎   6. Cuidados por tecido ⏎   7. Encolhimento ⏎   8. Desbotamento"
manutencao,como lavo a peca,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,posso lavar na maquina,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,como faco a lavagem,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,pode lavar a mao,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,lavar a peca,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,posso passar ferro,manut_ferro,OK,,"Pode passar a ferro respeitando a temperatura por tecido: algodão até 200°C; viscose até 150°C; sintéticos até 110°C. Peças com estampa, passe sempre do avesso para preservar a estampa."
manutencao,pode passar a ferro,manut_ferro,OK,,"Pode passar a ferro respeitando a temperatura por tecido: algodão até 200°C; viscose até 150°C; sintéticos até 110°C. Peças com estampa, passe sempre do avesso para preservar a estampa."
manutencao,qual temperatura do ferro,manut_ferro,OK,,"Pode passar a ferro respeitando a temperatura por tecido: algodão até 200°C; viscose até 150°C; sintéticos até 110°C. Peças com estampa, passe sempre do avesso para preservar a estampa."
manutencao,pode por na secadora,manut_secadora,OK,,"Não recomendamos secadora. O calor acelera o desgaste, pode encolher (principalmente algodão) e prejudica estampas. Prefira secar à sombra, no varal, com a peça do avesso para preservar a cor."
manutencao,posso secar na secadora,manut_secadora,OK,,"Não recomendamos secadora. O calor acelera o desgaste, pode encolher (principalmente algodão) e prejudica estampas. Prefira secar à sombra, no varal, com a peça do avesso para preservar a cor."
manutencao,secadora pode,manut_secadora,OK,,"Não recomendamos secadora. O calor acelera o desgaste, pode encolher (principalmente algodão) e prejudica estampas. Prefira secar à sombra, no varal, com a peça do avesso para preservar a cor."
manutencao,posso usar alvejante,manut_alvejante,OK,,"Não use alvejante. Danifica fibras, descolore tecidos coloridos e estampas, e amarela o branco com o tempo. Para manchas, use sabão neutro com escovação suave ou produtos específicos para tecidos."
manutencao,pode agua sanitaria,manut_alvejante,OK,,"Não use alvejante. Danifica fibras, descolore tecidos coloridos e estampas, e amarela o branco com o tempo. Para manchas, use sabão neutro com escovação suave ou produtos específicos para tecidos."
manutencao,pode qboa,manut_alvejante,OK,,"Não use alvejante. Danifica fibras, descolore tecidos coloridos e estampas, e amarela o branco com o tempo. Para manchas, use sabão neutro com escovação suave ou produtos específicos para tecidos."
manutencao,usar cloro,manut_alvejante,OK,,"Não use alvejante. Danifica fibras, descolore tecidos coloridos e estampas, e amarela o branco com o tempo. Para manchas, use sabão neutro com escovação suave ou produtos específicos para tecidos."
manutencao,como tiro mancha,manut_mancha,OK,,"Para tirar manchas: aja rápido, nunca esfregue (espalha), use pano úmido de fora pra dentro. Óleo: sabão neutro. Café/vinho: água gelada e bicarbonato. Sangue: água gelada (nunca quente). Manchas difíceis: lavanderia especializada."
manutencao,remover mancha de oleo,manut_mancha,OK,,"Para tirar manchas: aja rápido, nunca esfregue (espalha), use pano úmido de fora pra dentro. Óleo: sabão neutro. Café/vinho: água gelada e bicarbonato. Sangue: água gelada (nunca quente). Manchas difíceis: lavanderia especializada."
manutencao,mancha de comida,manut_mancha,OK,,"Para tirar manchas: aja rápido, nunca esfregue (espalha), use pano úmido de fora pra dentro. Óleo: sabão neutro. Café/vinho: água gelada e bicarbonato. Sangue: água gelada (nunca quente). Manchas difíceis: lavanderia especializada."
manutencao,como cuido do algodao,cuidados_algodao,OK,,"Algodão: máquina água fria, secagem natural. Encolhe até 5% na primeira lavagem. Pode passar a ferro em alta temperatura. Evite torcer com força."
manutencao,algodao encolhe,cuidados_algodao,OK,,"Algodão: máquina água fria, secagem natural. Encolhe até 5% na primeira lavagem. Pode passar a ferro em alta temperatura. Evite torcer com força."
manutencao,como lavar algodao,cuidados_algodao,OK,,"Algodão: máquina água fria, secagem natural. Encolhe até 5% na primeira lavagem. Pode passar a ferro em alta temperatura. Evite torcer com força."
manutencao,como cuido da viscose,cuidados_viscose,OK,,"Viscose: lavar à mão ou ciclo delicado, água fria. Não torcer. Secar na horizontal pra não deformar. Passar ferro morno (até 150°C)."
manutencao,viscose amassa,cuidados_viscose,OK,,"Viscose: lavar à mão ou ciclo delicado, água fria. Não torcer. Secar na horizontal pra não deformar. Passar ferro morno (até 150°C)."
manutencao,como lavar viscose,cuidados_viscose,OK,,"Viscose: lavar à mão ou ciclo delicado, água fria. Não torcer. Secar na horizontal pra não deformar. Passar ferro morno (até 150°C)."
manutencao,como cuido do poliester,cuidados_poliester,OK,,"Poliéster: lavagem à máquina sem problema, muito resistente. Seca rápido. Geralmente não precisa passar a ferro. Cuidado: derrete acima de 110°C."
manutencao,como lavar poliester,cuidados_poliester,OK,,"Poliéster: lavagem à máquina sem problema, muito resistente. Seca rápido. Geralmente não precisa passar a ferro. Cuidado: derrete acima de 110°C."
manutencao,como cuido do linho,cuidados_linho,OK,,"Linho: ciclo delicado, água fria. Amassa muito — é parte da estética. Passar a ferro com vapor enquanto úmido facilita. Evite secadora."
manutencao,linho amassa muito,cuidados_linho,OK,,"Linho: ciclo delicado, água fria. Amassa muito — é parte da estética. Passar a ferro com vapor enquanto úmido facilita. Evite secadora."
manutencao,como lavar linho,cuidados_linho,OK,,"Linho: ciclo delicado, água fria. Amassa muito — é parte da estética. Passar a ferro com vapor enquanto úmido facilita. Evite secadora."
manutencao,como cuido do jeans,cuidados_jeans,OK,,"Jeans: lave pouco — quanto menos lavagem, melhor conserva a cor. Sempre do avesso, água fria, sem amaciante. Para amaciar, vinagre branco diluído na primeira lavagem ajuda."
manutencao,jeans desbota,cuidados_jeans,OK,,"Jeans: lave pouco — quanto menos lavagem, melhor conserva a cor. Sempre do avesso, água fria, sem amaciante. Para amaciar, vinagre branco diluído na primeira lavagem ajuda."
manutencao,como lavar jeans,cuidados_jeans,OK,,"Jeans: lave pouco — quanto menos lavagem, melhor conserva a cor. Sempre do avesso, água fria, sem amaciante. Para amaciar, vinagre branco diluído na primeira lavagem ajuda."
manutencao,como cuido da la,cuidados_la,OK,,"Lã: lavagem à mão ou ciclo lã, água fria, sabão neutro. Nunca torcer. Secar deitada sobre toalha pra não deformar. Não passar ferro direto — use pano úmido entre o ferro e a peça."
manutencao,como lavar la,cuidados_la,OK,,"Lã: lavagem à mão ou ciclo lã, água fria, sabão neutro. Nunca torcer. Secar deitada sobre toalha pra não deformar. Não passar ferro direto — use pano úmido entre o ferro e a peça."
manutencao,cuidado com trico,cuidados_la,OK,,"Lã: lavagem à mão ou ciclo lã, água fria, sabão neutro. Nunca torcer. Secar deitada sobre toalha pra não deformar. Não passar ferro direto — use pano úmido entre o ferro e a peça."
manutencao,como cuido da malha,cuidados_malha,OK,,"Malha (camisetas, basicwear): ciclo delicado, água fria. Pode usar secadora em temperatura baixa, mas o ideal é varal. Não pendurar molhada em cabide — deforma o ombro. Secar dobrada."
manutencao,malha estica,cuidados_malha,OK,,"Malha (camisetas, basicwear): ciclo delicado, água fria. Pode usar secadora em temperatura baixa, mas o ideal é varal. Não pendurar molhada em cabide — deforma o ombro. Secar dobrada."
manutencao,malha encolhe,cuidados_malha,OK,,"Malha (camisetas, basicwear): ciclo delicado, água fria. Pode usar secadora em temperatura baixa, mas o ideal é varal. Não pendurar molhada em cabide — deforma o ombro. Secar dobrada."
manutencao,como cuido do moletom,cuidados_moletom,OK,,"Moletom: do avesso, água fria, ciclo delicado. Não usar amaciante — deixa o tecido duro com o tempo. Secar na horizontal, evitar sol direto pra não desbotar. Não passar a ferro na parte felpuda interna."
manutencao,moletom encolhe,cuidados_moletom,OK,,"Moletom: do avesso, água fria, ciclo delicado. Não usar amaciante — deixa o tecido duro com o tempo. Secar na horizontal, evitar sol direto pra não desbotar. Não passar a ferro na parte felpuda interna."
manutencao,moletom desbota,cuidados_moletom,OK,,"Moletom: do avesso, água fria, ciclo delicado. Não usar amaciante — deixa o tecido duro com o tempo. Secar na horizontal, evitar sol direto pra não desbotar. Não passar a ferro na parte felpuda interna."
manutencao,minha peca encolheu,manut_encolhimento,OK,,"Encolhimento ocorre principalmente em algodão (até 5% na primeira lavagem). Para minimizar: água fria, sem secadora, sem torcer. Se já encolheu pouco, alongue durante a secagem ainda úmida. Encolhimento acima de 5% pode ser defeito — fale com devoluções."
manutencao,a roupa encolheu na lavagem,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
manutencao,encolheu tudo,manut_encolhimento,OK,,"Encolhimento ocorre principalmente em algodão (até 5% na primeira lavagem). Para minimizar: água fria, sem secadora, sem torcer. Se já encolheu pouco, alongue durante a secagem ainda úmida. Encolhimento acima de 5% pode ser defeito — fale com devoluções."
manutencao,minha peca desbotou,manut_desbotamento,OK,,"Desbotamento é causado principalmente por: água quente, sol direto na secagem, alvejante e excesso de lavagens. Para minimizar: água fria, do avesso, à sombra, sem alvejante. Se desbotou logo na primeira lavagem seguindo as orientações, pode ser defeito — fale com devoluções."
manutencao,perdeu a cor,manut_desbotamento,OK,,"Desbotamento é causado principalmente por: água quente, sol direto na secagem, alvejante e excesso de lavagens. Para minimizar: água fria, do avesso, à sombra, sem alvejante. Se desbotou logo na primeira lavagem seguindo as orientações, pode ser defeito — fale com devoluções."
manutencao,a cor saiu na lavagem,manut_lavar,OK,,"Lavagem recomendada: máquina em ciclo delicado, água fria (até 30°C), peças do avesso e separadas por cor. Para peças com estampa, sempre do avesso. Não deixe peças molhadas amontoadas — pode manchar."
producao,como e a producao,producao,OK,,"Sobre nosso processo de produção, o que você quer saber? ⏎   1. Escolha uma opção: Etapas do processo ⏎   2. Onde é produzido ⏎   3. Capacidade produtiva ⏎   4. Tecnologia ⏎   5. Equipe ⏎   6. Modelagem ⏎   7. Corte e costura"
producao,processo produtivo,producao,OK,,"Sobre nosso processo de produção, o que você quer saber? ⏎   1. Escolha uma opção: Etapas do processo ⏎   2. Onde é produzido ⏎   3. Capacidade produtiva ⏎   4. Tecnologia ⏎   5. Equipe ⏎   6. Modelagem ⏎   7. Corte e costura"
producao,como voces produzem,viabilidade_producao,MISMATCH,"esperava producao, classificou 'viabilidade_producao'","Sim, temos capacidade técnica para produzir 0 peças. O setor de costura tem 135 peças disponíveis hoje. Para confirmar, fale com vendas."
producao,como funciona a producao,producao,OK,,"Sobre nosso processo de produção, o que você quer saber? ⏎   1. Escolha uma opção: Etapas do processo ⏎   2. Onde é produzido ⏎   3. Capacidade produtiva ⏎   4. Tecnologia ⏎   5. Equipe ⏎   6. Modelagem ⏎   7. Corte e costura"
producao,quais as etapas de producao,producao_etapas,OK,,"Nossa produção tem 6 etapas: 1) modelagem digital, 2) corte automatizado, 3) costura modular, 4) lavanderia (quando aplicável), 5) acabamento e personalização, 6) controle de qualidade e embalagem. Do pedido à expedição: 15 a 30 dias úteis em média."
producao,fases da producao,producao,OK,,"Sobre nosso processo de produção, o que você quer saber? ⏎   1. Escolha uma opção: Etapas do processo ⏎   2. Onde é produzido ⏎   3. Capacidade produtiva ⏎   4. Tecnologia ⏎   5. Equipe ⏎   6. Modelagem ⏎   7. Corte e costura"
producao,passos da producao,producao_etapas,OK,,"Nossa produção tem 6 etapas: 1) modelagem digital, 2) corte automatizado, 3) costura modular, 4) lavanderia (quando aplicável), 5) acabamento e personalização, 6) controle de qualidade e embalagem. Do pedido à expedição: 15 a 30 dias úteis em média."
producao,fluxo de producao,producao_etapas,OK,,"Nossa produção tem 6 etapas: 1) modelagem digital, 2) corte automatizado, 3) costura modular, 4) lavanderia (quando aplicável), 5) acabamento e personalização, 6) controle de qualidade e embalagem. Do pedido à expedição: 15 a 30 dias úteis em média."
producao,onde fica a fabrica,producao_onde,OK,,"Toda a produção da Fashion Flow é feita no Brasil, em nossa fábrica própria. Não terceirizamos para facções externas sem auditoria nem importamos produtos prontos. Isso garante padrão de qualidade consistente e cumprimento das condições trabalhistas."
producao,onde produzem,producao_onde,OK,,"Toda a produção da Fashion Flow é feita no Brasil, em nossa fábrica própria. Não terceirizamos para facções externas sem auditoria nem importamos produtos prontos. Isso garante padrão de qualidade consistente e cumprimento das condições trabalhistas."
producao,onde e produzido,producao_onde,OK,,"Toda a produção da Fashion Flow é feita no Brasil, em nossa fábrica própria. Não terceirizamos para facções externas sem auditoria nem importamos produtos prontos. Isso garante padrão de qualidade consistente e cumprimento das condições trabalhistas."
producao,local da fabrica,producao,OK,,"Sobre nosso processo de produção, o que você quer saber? ⏎   1. Escolha uma opção: Etapas do processo ⏎   2. Onde é produzido ⏎   3. Capacidade produtiva ⏎   4. Tecnologia ⏎   5. Equipe ⏎   6. Modelagem ⏎   7. Corte e costura"
producao,qual a capacidade produtiva,producao_capacidade,OK,,"Capacidade média mensal: 8 mil a 12 mil peças, dependendo da complexidade. Picos sazonais (Black Friday, Natal) podem chegar a 18 mil peças/mês com planejamento antecipado."
producao,quantas pecas por mes,producao_capacidade,OK,,"Capacidade média mensal: 8 mil a 12 mil peças, dependendo da complexidade. Picos sazonais (Black Friday, Natal) podem chegar a 18 mil peças/mês com planejamento antecipado."
producao,capacidade da fabrica,producao_capacidade,OK,,"Capacidade média mensal: 8 mil a 12 mil peças, dependendo da complexidade. Picos sazonais (Black Friday, Natal) podem chegar a 18 mil peças/mês com planejamento antecipado."
producao,que tecnologia usam,producao_tecnologia,OK,,"Usamos modelagem CAD, corte automatizado com encaixe digital (reduz desperdício), máquinas industriais de costura com sensores, máquina de bordado computadorizada e impressão DTF para personalização digital."
producao,quais maquinas tem,producao_tecnologia,OK,,"Usamos modelagem CAD, corte automatizado com encaixe digital (reduz desperdício), máquinas industriais de costura com sensores, máquina de bordado computadorizada e impressão DTF para personalização digital."
producao,usam automacao,producao_tecnologia,OK,,"Usamos modelagem CAD, corte automatizado com encaixe digital (reduz desperdício), máquinas industriais de costura com sensores, máquina de bordado computadorizada e impressão DTF para personalização digital."
producao,tem equipamento moderno,producao_tecnologia,OK,,"Usamos modelagem CAD, corte automatizado com encaixe digital (reduz desperdício), máquinas industriais de costura com sensores, máquina de bordado computadorizada e impressão DTF para personalização digital."
producao,quantos funcionarios tem,producao_equipe,OK,,"Nossa produção tem cerca de 45 colaboradores divididos entre modelagem, corte, costura, acabamento e controle de qualidade. Toda a equipe é CLT, com treinamento contínuo. A maioria está na empresa há mais de 3 anos."
producao,sobre a equipe,producao_equipe,OK,,"Nossa produção tem cerca de 45 colaboradores divididos entre modelagem, corte, costura, acabamento e controle de qualidade. Toda a equipe é CLT, com treinamento contínuo. A maioria está na empresa há mais de 3 anos."
producao,quantos colaboradores,producao_equipe,OK,,"Nossa produção tem cerca de 45 colaboradores divididos entre modelagem, corte, costura, acabamento e controle de qualidade. Toda a equipe é CLT, com treinamento contínuo. A maioria está na empresa há mais de 3 anos."
producao,como e a modelagem,producao_modelagem,OK,,"A modelagem é digital (CAD), o que permite ajustes precisos e encaixe otimizado de moldes. Para clientes com modelagem exclusiva, fazemos prova piloto e até 2 rodadas de ajustes antes da produção em lote."
producao,fazem prova piloto,producao_modelagem,OK,,"A modelagem é digital (CAD), o que permite ajustes precisos e encaixe otimizado de moldes. Para clientes com modelagem exclusiva, fazemos prova piloto e até 2 rodadas de ajustes antes da produção em lote."
producao,tem ficha tecnica,producao_modelagem,OK,,"A modelagem é digital (CAD), o que permite ajustes precisos e encaixe otimizado de moldes. Para clientes com modelagem exclusiva, fazemos prova piloto e até 2 rodadas de ajustes antes da produção em lote."
producao,como e o corte e costura,producao_corte_costura,OK,,"Corte automatizado em mesa de corte computadorizada. Costura modular: cada peça passa por estações especializadas (overloque, galoneira, costura reta, casas, botões, acabamento). Isso garante qualidade consistente em todas as peças do lote."
producao,que tipo de costura,producao_corte_costura,OK,,"Corte automatizado em mesa de corte computadorizada. Costura modular: cada peça passa por estações especializadas (overloque, galoneira, costura reta, casas, botões, acabamento). Isso garante qualidade consistente em todas as peças do lote."
producao,maquina de corte,producao_corte_costura,OK,,"Corte automatizado em mesa de corte computadorizada. Costura modular: cada peça passa por estações especializadas (overloque, galoneira, costura reta, casas, botões, acabamento). Isso garante qualidade consistente em todas as peças do lote."
catalogo,o que voces fazem,catalogo,OK,,A Fashion Flow tem várias linhas. Qual te interessa? ⏎   1. Escolha uma opção: Camisetas e básicas ⏎   2. Moletons e jaquetas ⏎   3. Calças e shorts ⏎   4. Vestidos ⏎   5. Uniformes corporativos ⏎   6. Linha infantil
catalogo,quais produtos voces tem,catalogo,OK,,A Fashion Flow tem várias linhas. Qual te interessa? ⏎   1. Escolha uma opção: Camisetas e básicas ⏎   2. Moletons e jaquetas ⏎   3. Calças e shorts ⏎   4. Vestidos ⏎   5. Uniformes corporativos ⏎   6. Linha infantil
catalogo,que tipo de produto fazem,catalogo,OK,,A Fashion Flow tem várias linhas. Qual te interessa? ⏎   1. Escolha uma opção: Camisetas e básicas ⏎   2. Moletons e jaquetas ⏎   3. Calças e shorts ⏎   4. Vestidos ⏎   5. Uniformes corporativos ⏎   6. Linha infantil
catalogo,quais pecas voces produzem,viabilidade_producao,MISMATCH,"esperava catalogo, classificou 'viabilidade_producao'","Sim, temos capacidade técnica para produzir 0 peças. O setor de costura tem 135 peças disponíveis hoje. Para confirmar, fale com vendas."
catalogo,o que da pra fazer,consumo_tecido,MISMATCH,"esperava catalogo, classificou 'consumo_tecido'",Não tenho dados de consumo para esse produto. Fale com o setor técnico.
catalogo,fazem camiseta,cat_camisetas,OK,,"Linha de camisetas: básica (100% algodão, gola careca/V/polo), premium (algodão pima penteado), regata, baby look e oversized. Gramaturas de 140g a 220g. Todas as 12 cores em pronta entrega."
catalogo,voces fazem polo,cat_camisetas,OK,,"Linha de camisetas: básica (100% algodão, gola careca/V/polo), premium (algodão pima penteado), regata, baby look e oversized. Gramaturas de 140g a 220g. Todas as 12 cores em pronta entrega."
catalogo,tem regata,cat_camisetas,OK,,"Linha de camisetas: básica (100% algodão, gola careca/V/polo), premium (algodão pima penteado), regata, baby look e oversized. Gramaturas de 140g a 220g. Todas as 12 cores em pronta entrega."
catalogo,fazem baby look,cat_camisetas,OK,,"Linha de camisetas: básica (100% algodão, gola careca/V/polo), premium (algodão pima penteado), regata, baby look e oversized. Gramaturas de 140g a 220g. Todas as 12 cores em pronta entrega."
catalogo,produzem oversized,cat_camisetas,OK,,"Linha de camisetas: básica (100% algodão, gola careca/V/polo), premium (algodão pima penteado), regata, baby look e oversized. Gramaturas de 140g a 220g. Todas as 12 cores em pronta entrega."
catalogo,fazem moletom,cat_moletons,OK,,"Linha de moletons: flanelado (inverno), peluciado (meia estação), com capuz, sem capuz, com zíper (jaqueta moletom). Também jaqueta corta-vento e jaqueta puffer. Gramaturas de 280g a 380g."
catalogo,tem jaqueta,cat_moletons,OK,,"Linha de moletons: flanelado (inverno), peluciado (meia estação), com capuz, sem capuz, com zíper (jaqueta moletom). Também jaqueta corta-vento e jaqueta puffer. Gramaturas de 280g a 380g."
catalogo,produzem hoodie,cat_moletons,OK,,"Linha de moletons: flanelado (inverno), peluciado (meia estação), com capuz, sem capuz, com zíper (jaqueta moletom). Também jaqueta corta-vento e jaqueta puffer. Gramaturas de 280g a 380g."
catalogo,fazem calca,cat_calcas,OK,,"Linha de calças: jeans (5 modelagens — skinny, reta, wide leg, mom, flare), alfaiataria, jogger, legging, calça moletom, bermuda esportiva e short jeans. Modelagens femininas, masculinas e unissex."
catalogo,tem calca jeans,combinado_tecido_em_produto,MISMATCH,"esperava catalogo, classificou 'combinado_tecido_em_produto'",Sim! Jeans é adequado para calca jeans
catalogo,produzem legging,cat_calcas,OK,,"Linha de calças: jeans (5 modelagens — skinny, reta, wide leg, mom, flare), alfaiataria, jogger, legging, calça moletom, bermuda esportiva e short jeans. Modelagens femininas, masculinas e unissex."
catalogo,fazem bermuda,cat_calcas,OK,,"Linha de calças: jeans (5 modelagens — skinny, reta, wide leg, mom, flare), alfaiataria, jogger, legging, calça moletom, bermuda esportiva e short jeans. Modelagens femininas, masculinas e unissex."
catalogo,tem jogger,cat_calcas,OK,,"Linha de calças: jeans (5 modelagens — skinny, reta, wide leg, mom, flare), alfaiataria, jogger, legging, calça moletom, bermuda esportiva e short jeans. Modelagens femininas, masculinas e unissex."
catalogo,fazem vestido,cat_vestidos,OK,,"Linha de vestidos: básico de malha, midi viscose, longo de festa (sob demanda), vestido camisa, vestido moletom (estilo casual). Trabalhamos do PP ao G4."
catalogo,tem vestido midi,cat_vestidos,OK,,"Linha de vestidos: básico de malha, midi viscose, longo de festa (sob demanda), vestido camisa, vestido moletom (estilo casual). Trabalhamos do PP ao G4."
catalogo,produzem vestido longo,cat_vestidos,OK,,"Linha de vestidos: básico de malha, midi viscose, longo de festa (sob demanda), vestido camisa, vestido moletom (estilo casual). Trabalhamos do PP ao G4."
catalogo,fazem uniforme,cat_uniformes,OK,,"Uniformes corporativos: polo, camisa social, jaleco, avental, conjuntos industriais, linha saúde e alimentação. Pedido mínimo 50 peças, personalização inclusa (logo, nome do colaborador)."
catalogo,produzem uniforme corporativo,combinado_gramatura_produto_uso,MISMATCH,"esperava catalogo, classificou 'combinado_gramatura_produto_uso'",Gramatura recomendada para uniforme polo (industria_leve): 200 a 220 g/m². Resistente para uso diário
catalogo,tem jaleco,cat_uniformes,OK,,"Uniformes corporativos: polo, camisa social, jaleco, avental, conjuntos industriais, linha saúde e alimentação. Pedido mínimo 50 peças, personalização inclusa (logo, nome do colaborador)."
catalogo,fazem roupa infantil,tamanhos_infantil,MISMATCH,"esperava catalogo, classificou 'tamanhos_infantil'","Grade infantil Fashion Flow: 2, 4, 6, 8, 10, 12 e 14 anos. Modelagem específica para criança (não é redução da grade adulta). Tecidos selecionados para pele sensível."
catalogo,tem roupa de crianca,cat_infantil,OK,,"Linha infantil: camisetas, conjuntos, moletons, vestidinhos e bermudas. Grade de 2 a 14 anos com modelagem própria. Tecidos certificados OEKO-TEX (pele sensível, sem corantes agressivos)."
catalogo,produzem moda infantil,cat_infantil,OK,,"Linha infantil: camisetas, conjuntos, moletons, vestidinhos e bermudas. Grade de 2 a 14 anos com modelagem própria. Tecidos certificados OEKO-TEX (pele sensível, sem corantes agressivos)."
catalogo,fazem calcado,cat_calcas,OK,,"Linha de calças: jeans (5 modelagens — skinny, reta, wide leg, mom, flare), alfaiataria, jogger, legging, calça moletom, bermuda esportiva e short jeans. Modelagens femininas, masculinas e unissex."
catalogo,voces fazem sapato,cat_nao_fazemos,OK,,"A Fashion Flow trabalha apenas com vestuário (parte de cima e parte de baixo do corpo). Não fazemos calçado, acessório (bolsa, cinto), joia, roupa íntima (cueca, calcinha, sutiã) nem moda praia (biquíni, maiô)."
catalogo,tem tenis,cat_nao_fazemos,OK,,"A Fashion Flow trabalha apenas com vestuário (parte de cima e parte de baixo do corpo). Não fazemos calçado, acessório (bolsa, cinto), joia, roupa íntima (cueca, calcinha, sutiã) nem moda praia (biquíni, maiô)."
catalogo,fazem acessorio,cat_nao_fazemos,OK,,"A Fashion Flow trabalha apenas com vestuário (parte de cima e parte de baixo do corpo). Não fazemos calçado, acessório (bolsa, cinto), joia, roupa íntima (cueca, calcinha, sutiã) nem moda praia (biquíni, maiô)."
catalogo,fazem bone,cat_nao_fazemos,OK,,"A Fashion Flow trabalha apenas com vestuário (parte de cima e parte de baixo do corpo). Não fazemos calçado, acessório (bolsa, cinto), joia, roupa íntima (cueca, calcinha, sutiã) nem moda praia (biquíni, maiô)."
sugestao_produto,me sugere uma peca,sugestao_produto,OK,,Te ajudo a escolher! Para qual ocasião você procura? ⏎   1. Escolha uma opção: Casual / dia a dia ⏎   2. Trabalho / corporativo ⏎   3. Esporte / academia ⏎   4. Festa / ocasião especial ⏎   5. Inverno ⏎   6. Verão ⏎   7. Uniforme empresa ⏎   8. Presente
sugestao_produto,o que voce indica,sugestao_produto,OK,,Te ajudo a escolher! Para qual ocasião você procura? ⏎   1. Escolha uma opção: Casual / dia a dia ⏎   2. Trabalho / corporativo ⏎   3. Esporte / academia ⏎   4. Festa / ocasião especial ⏎   5. Inverno ⏎   6. Verão ⏎   7. Uniforme empresa ⏎   8. Presente
sugestao_produto,me indica um produto,sugestao_produto,OK,,Te ajudo a escolher! Para qual ocasião você procura? ⏎   1. Escolha uma opção: Casual / dia a dia ⏎   2. Trabalho / corporativo ⏎   3. Esporte / academia ⏎   4. Festa / ocasião especial ⏎   5. Inverno ⏎   6. Verão ⏎   7. Uniforme empresa ⏎   8. Presente
sugestao_produto,qual peca voce recomenda,setor_logistica,MISMATCH,"esperava sugestao_produto, classificou 'setor_logistica'","Para informações sobre entrega, frete, rastreamento e prazos de envio, vou te encaminhar ao chatbot de logística: (inserir link)."
sugestao_produto,peca pra usar no dia a dia,sug_casual,OK,,"Para o dia a dia indico nossas peças mais versáteis: camiseta básica (algodão 100%), camiseta premium pima, jogger, moletom oversized. Saem em todas as 12 cores de estoque e são as mais pedidas da linha casual."
